Order ID,SalesID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Quantity,Discount,Cost,Sales,Profit,Customer Age,Customer Gender,Day,Month,Year,Quarter
OVCSJ8DGHU,2IDBMBS4,10-12-2017,15-12-2017,Second Class,B58V4Q,Consumer,United States,San Francisco,California,West,404-8514200-3544346,Furniture,Chairs,10,16%,298.44,321.568,23.128,63,Female,Sunday,12,2017,4
N115L9128S,HI3DSBX3,11-09-2017,17-09-2017,Standard Class,VMBDUQ,Consumer,United States,San Diego,California,West,404-7452877-2137949,Office Supplies,Paper,1,39%,154,7.61,-146.39,54,Female,Monday,9,2017,3
ZOKNJQNXAZ,8JISWPWT,11-09-2017,17-09-2017,Standard Class,JDVCQX,Consumer,United States,San Diego,California,West,402-2703790-2816329,Technology,Accessories,15,39%,294.7,3347.37,3052.67,21,Female,Monday,9,2017,3
LQ5MJK6ER5,71F04FTD,10-12-2017,13-12-2017,First Class,RNHOZ1,Consumer,United States,New York City,New York,East,407-1515930-8661921,Office Supplies,Storage,3,47%,496.76,80.58,-416.18,53,Female,Sunday,12,2017,4
CO279I74Q7,9TNQAU9B,10-12-2017,13-12-2017,First Class,P3OV8C,Consumer,United States,New York City,New York,East,405-9144614-1601126,Office Supplies,Envelopes,5,13%,443.7,361.92,-81.78,37,Female,Sunday,12,2017,4
IKZ43RB5JK,45XQP6RC,28-11-2016,04-12-2016,Standard Class,7O14TV,Corporate,United States,Chicago,Illinois,Central,407-0994909-4122733,Furniture,Furnishings,1,29%,293.06,12.132,-280.928,52,Female,Monday,11,2016,4
XA1O6M63QG,KR9VOF0F,28-11-2016,04-12-2016,Standard Class,PUYD8P,Corporate,United States,Chicago,Illinois,Central,402-7042386-5486768,Office Supplies,Storage,6,46%,43.47,82.368,38.898,35,Female,Monday,11,2016,4
JFFAYQRRFF,NDJ55YFB,28-11-2016,04-12-2016,Standard Class,VCGSWV,Corporate,United States,Chicago,Illinois,Central,403-7652993-1507525,Office Supplies,Storage,18,12%,413.2,53.92,-359.28,62,Female,Monday,11,2016,4
C00MGMWOS0,K244FSJV,28-11-2016,04-12-2016,Standard Class,MGCHLU,Corporate,United States,Chicago,Illinois,Central,407-3847456-6656309,Technology,Phones,5,7%,476.3,647.904,171.604,21,Male,Monday,11,2016,4
HQBEJO1RIJ,89SJMQHU,01-12-2018,03-12-2018,Second Class,92FTWQ,Consumer,United States,New York City,New York,East,57a7a2f0-128f-4406-8b27-1a02fd7f3534,Technology,Accessories,1,19%,72.61,20.37,-52.24,26,Male,Saturday,12,2018,4
G7SCN9RM0B,70OUXI73,01-12-2018,03-12-2018,Second Class,5NY47N,Consumer,United States,New York City,New York,East,171-7623384-8040337,Office Supplies,Storage,18,46%,313.31,221.55,-91.76,19,Female,Saturday,12,2018,4
B0IYQXBHE1,E30XSN7M,01-12-2018,03-12-2018,Second Class,T2EL6H,Consumer,United States,New York City,New York,East,18369ffd-a2e0-46b5-a561-e3ab069fe588,Office Supplies,Binders,18,37%,82.64,17.52,-65.12,33,Female,Saturday,12,2018,4
YX44UQE858,NS0YFJM4,08-06-2018,12-06-2018,Standard Class,UHIQIB,Corporate,United States,Pasadena,Texas,Central,171-4607096-6413920,Office Supplies,Appliances,9,2%,64.55,1.624,-62.926,59,Female,Friday,6,2018,2
7HFWQN0LEF,29WA2DYG,19-09-2015,21-09-2015,Second Class,U7GVS7,Corporate,United States,Houston,Texas,Central,404-6783988-2006729,Technology,Machines,10,39%,189.81,3059.982,2870.172,26,Male,Saturday,9,2015,3
IO6WVNZ0GZ,3QS3OM4W,19-09-2015,21-09-2015,Second Class,ZXRBV1,Corporate,United States,Houston,Texas,Central,404-6975277-1927553,Technology,Machines,5,23%,133.95,2519.958,2386.008,40,Female,Saturday,9,2015,3
78PWJ8GLOW,CWTDFBL0,06-06-2017,13-06-2017,Standard Class,NVKPYA,Consumer,United States,Chicago,Illinois,Central,402-5586272-3646748,Technology,Phones,10,33%,370.63,328.224,-42.406,28,Male,Tuesday,6,2017,2
5EKTJTBBUU,YB2YG6KZ,10-11-2016,15-11-2016,Standard Class,UBK2UY,Consumer,United States,Brentwood,California,West,171-6655820-6440356,Technology,Accessories,13,36%,120.84,79.9,-40.94,62,Female,Thursday,11,2016,4
RYL32L7U8S,BXRLDJKC,16-06-2018,20-06-2018,Standard Class,P050VW,Corporate,United States,Chapel Hill,North Carolina,South,171-1584788-8864335,Office Supplies,Art,17,28%,424.69,14.016,-410.674,30,Female,Saturday,6,2018,2
UOFG5CHT9G,HCF74RIQ,22-01-2017,28-01-2017,Standard Class,RRBOYY,Consumer,United States,Morristown,New Jersey,East,402-0150402-0900371,Office Supplies,Fasteners,4,35%,127.87,7.56,-120.31,21,Female,Sunday,1,2017,0
EGS37PQLXP,VJOWT4XT,09-12-2018,13-12-2018,Standard Class,4SJD16,Corporate,United States,Cincinnati,Ohio,East,408-6791822-5493964,Office Supplies,Storage,1,32%,333.11,37.208,-295.902,40,Male,Sunday,12,2018,4
SIVCUB7ZU9,0OTEW5QK,09-12-2018,13-12-2018,Standard Class,AWY2MF,Corporate,United States,Cincinnati,Ohio,East,405-0483874-0889137,Office Supplies,Envelopes,15,34%,95.63,57.576,-38.054,30,Male,Sunday,12,2018,4
SI3KX3PJXI,8Y1VZPM5,28-12-2018,02-01-2019,Second Class,LJRMXA,Corporate,United States,San Francisco,California,West,407-5600921-2143569,Office Supplies,Storage,1,5%,295.11,725.84,430.73,43,Male,Friday,12,2018,4
36DZ3BO93D,7E7GS3YU,30-07-2016,31-07-2016,First Class,SDR04Z,Consumer,United States,San Francisco,California,West,404-1607808-0769930,Technology,Accessories,12,38%,256.86,209.93,-46.93,44,Female,Saturday,7,2016,2
TICEMRBNQU,KSJEIWVW,30-07-2016,31-07-2016,First Class,6AB6CE,Consumer,United States,San Francisco,California,West,407-5124083-2725136,Furniture,Furnishings,2,25%,289.98,5.28,-284.7,58,Female,Saturday,7,2016,2
00VTYBDD57,G041KOV7,30-07-2016,31-07-2016,First Class,5Y5CKN,Consumer,United States,San Francisco,California,West,407-4766116-5412325,Office Supplies,Binders,19,9%,198.62,10.92,-187.7,59,Female,Saturday,7,2016,2
YSYHDHQUAX,75CH16K6,16-09-2018,17-09-2018,First Class,PBFS7B,Corporate,United States,Inglewood,California,West,402-6885004-6990731,Office Supplies,Paper,15,16%,465.85,8.82,-457.03,18,Female,Sunday,9,2018,3
B3V32DML51,M8U8XQTL,16-09-2018,17-09-2018,First Class,L8SR5K,Corporate,United States,Inglewood,California,West,402-2207276-9869933,Office Supplies,Art,13,31%,162.15,5.98,-156.17,56,Female,Sunday,9,2018,3
IC3JZ2AH9Y,9SF4XCJU,13-10-2018,17-10-2018,Standard Class,S2UWOR,Corporate,United States,Philadelphia,Pennsylvania,East,407-9494293-9423561,Office Supplies,Paper,9,48%,454.98,11.648,-443.332,45,Male,Saturday,10,2018,3
KDMYN5G4CE,XDH6MBJF,13-10-2018,17-10-2018,Standard Class,B4MYK4,Corporate,United States,Philadelphia,Pennsylvania,East,171-6867266-8495534,Office Supplies,Paper,6,9%,376.08,18.176,-357.904,58,Male,Saturday,10,2018,3
3W2RJQMPJZ,MSGOA4MT,13-10-2018,17-10-2018,Standard Class,6PTFG2,Corporate,United States,Philadelphia,Pennsylvania,East,408-3475592-6193128,Office Supplies,Storage,3,45%,189.53,59.712,-129.818,54,Male,Saturday,10,2018,3
BCG190SEJI,51O56ANL,13-10-2018,17-10-2018,Standard Class,DU00GK,Corporate,United States,Philadelphia,Pennsylvania,East,171-1987024-2709164,Office Supplies,Labels,18,32%,234.71,24.84,-209.87,39,Male,Saturday,10,2018,3
HG2P36QFFS,H8332KNC,26-09-2016,28-09-2016,Second Class,HLVAIG,Consumer,United States,Houston,Texas,Central,406-1522425-5387565,Office Supplies,Binders,16,25%,437.67,2.08,-435.59,39,Female,Monday,9,2016,3
Y9J3V7VEFH,RVSVG40M,26-09-2016,28-09-2016,Second Class,VD7RP0,Consumer,United States,Houston,Texas,Central,171-3270734-5045130,Technology,Phones,4,19%,98.43,1114.4,1015.97,24,Female,Monday,9,2016,3
3B57E0Y4QY,VP2XF8X6,02-11-2016,06-11-2016,Standard Class,ERU7XU,Consumer,United States,Los Angeles,California,West,408-4101226-7217932,Furniture,Tables,17,8%,85.59,1038.84,953.25,30,Male,Wednesday,11,2016,4
TP4U5VCKHX,9MTE65MC,26-09-2016,02-10-2016,Standard Class,06K8I0,Consumer,United States,Portland,Oregon,West,171-5719664-5449151,Office Supplies,Paper,19,6%,288.02,141.76,-146.26,25,Female,Monday,9,2016,3
JD3QXMG147,XKERATG0,26-09-2016,02-10-2016,Standard Class,N350PY,Consumer,United States,Portland,Oregon,West,403-9400764-4029123,Technology,Accessories,6,7%,491.02,239.8,-251.22,21,Female,Monday,9,2016,3
65NPQUYUAZ,WB0WL9WZ,26-09-2016,02-10-2016,Standard Class,Z5KRRV,Consumer,United States,Portland,Oregon,West,406-8413944-2634744,Office Supplies,Paper,19,11%,254.94,31.104,-223.836,28,Female,Monday,9,2016,3
08WYQSON1O,V5ZVEB4K,18-12-2017,20-12-2017,Second Class,8O5KK2,Corporate,United States,Tamarac,Florida,South,406-8271099-5133911,Office Supplies,Binders,8,43%,311.45,254.058,-57.392,45,Male,Monday,12,2017,4
LEL5GYIFO5,1LR6QQ69,18-12-2017,20-12-2017,Second Class,QI32NP,Corporate,United States,Tamarac,Florida,South,e8338cb9-3efb-4977-8900-39580f7d3391,Office Supplies,Appliances,18,12%,316.65,194.528,-122.122,67,Male,Monday,12,2017,4
VB1RW1RZ0R,6ZM1SJS7,18-12-2017,20-12-2017,Second Class,IVA0TJ,Corporate,United States,Tamarac,Florida,South,405-3441326-1516368,Office Supplies,Supplies,5,18%,348.09,961.48,613.39,67,Male,Monday,12,2017,4
2TYKVZHXS2,TVWCXIBH,20-11-2017,24-11-2017,Second Class,70H3WT,Home Office,United States,Columbus,Ohio,East,408-8009772-6580317,Office Supplies,Fasteners,14,47%,340.16,19.096,-321.064,42,Female,Monday,11,2017,4
89WHZQUPPB,22E5KY10,20-11-2017,24-11-2017,Second Class,07NG73,Home Office,United States,Columbus,Ohio,East,402-4774686-7773937,Office Supplies,Labels,16,24%,438.89,18.496,-420.394,67,Female,Monday,11,2017,4
XK7K1WGFHM,LQL823FH,20-11-2017,24-11-2017,Second Class,1BR381,Home Office,United States,Columbus,Ohio,East,402-2860689-5652319,Technology,Accessories,15,30%,222.17,255.984,33.814,64,Male,Monday,11,2017,4
GS52SDNDA5,QDPOT0Q2,20-11-2017,24-11-2017,Second Class,L3AJE2,Home Office,United States,Columbus,Ohio,East,406-6386989-1689108,Furniture,Bookcases,19,41%,474.03,86.97,-387.06,27,Male,Monday,11,2017,4
4UMRVNDE64,2I12NLGU,26-12-2015,28-12-2015,First Class,BHLEDN,Corporate,United States,Colorado Springs,Colorado,West,408-9720884-9553122,Furniture,Furnishings,1,7%,391.33,300.416,-90.914,62,Female,Saturday,12,2015,4
R0MDGCXX21,6H5DX7FY,26-12-2015,28-12-2015,First Class,HN9027,Corporate,United States,Colorado Springs,Colorado,West,408-6428766-2839536,Furniture,Chairs,5,27%,144.37,230.352,85.982,62,Male,Saturday,12,2015,4
EG6P50XU1H,04XH2DLV,26-12-2015,28-12-2015,First Class,7XN2CU,Corporate,United States,Colorado Springs,Colorado,West,408-8641795-6914711,Furniture,Furnishings,7,5%,151.78,218.352,66.572,54,Female,Saturday,12,2015,4
LCGES8HIKW,NFUZM1I4,26-12-2015,28-12-2015,First Class,X02ZGK,Corporate,United States,Colorado Springs,Colorado,West,402-9475978-1434754,Office Supplies,Binders,13,27%,205.3,78.6,-126.7,26,Male,Saturday,12,2015,4
Y2NC2KD0CN,JHD45LOV,26-12-2015,28-12-2015,First Class,KAQBYC,Corporate,United States,Colorado Springs,Colorado,West,407-5776821-9327552,Office Supplies,Fasteners,4,30%,485.72,27.552,-458.168,27,Male,Saturday,12,2015,4
I882PWJYUY,2R218Q7I,28-10-2017,03-11-2017,Standard Class,5KKCD3,Corporate,United States,Belleville,New Jersey,East,171-6845071-0336346,Office Supplies,Paper,19,27%,21.47,32.4,10.93,53,Female,Saturday,10,2017,3
VUUP7SBND8,PQGDN20R,28-10-2017,03-11-2017,Standard Class,002YKM,Corporate,United States,Belleville,New Jersey,East,404-7491342-1035558,Office Supplies,Storage,14,18%,49.34,1082.48,1033.14,19,Male,Saturday,10,2017,3
JXJ2563PCF,31CXAQIC,28-10-2017,03-11-2017,Standard Class,71NNRY,Corporate,United States,Belleville,New Jersey,East,171-6783343-9758701,Office Supplies,Paper,18,42%,223.12,56.91,-166.21,56,Female,Saturday,10,2017,3
BHL7NG4EVZ,1J5BM2SP,28-10-2017,03-11-2017,Standard Class,ABEKS0,Corporate,United States,Belleville,New Jersey,East,402-0043314-1059527,Furniture,Furnishings,2,15%,302.37,77.6,-224.77,38,Male,Saturday,10,2017,3
HDIZFB1RGM,AD99ATZ4,28-10-2017,03-11-2017,Standard Class,RB7JAA,Corporate,United States,Belleville,New Jersey,East,406-6586654-6641140,Office Supplies,Binders,19,38%,470.67,14.28,-456.39,63,Male,Saturday,10,2017,3
EWVW5C3YKJ,REBR5PM9,19-11-2018,23-11-2018,Standard Class,IAWZB7,Consumer,United States,Chicago,Illinois,Central,405-6120626-0941135,Furniture,Tables,13,22%,399.27,219.075,-180.195,43,Female,Monday,11,2018,4
K7NG9CBVKM,8G21U4CT,04-05-2016,09-05-2016,Second Class,3M5CZ3,Corporate,United States,New York City,New York,East,408-9255314-3102740,Furniture,Furnishings,16,40%,28.71,26.8,-1.91,62,Male,Wednesday,5,2016,2
8ZP6HW6V35,Z6BB7KWT,30-12-2015,04-01-2016,Standard Class,NA7696,Corporate,United States,Taylor,Michigan,Central,408-3436456-9893130,Office Supplies,Art,8,40%,57.6,9.84,-47.76,43,Female,Wednesday,12,2015,4
JV1QURW1N5,L6JIWP3B,01-06-2015,06-06-2015,Standard Class,YZDYT6,Home Office,United States,Lakewood,New Jersey,East,408-3870331-6287517,Office Supplies,Binders,3,41%,85.64,45.48,-40.16,23,Female,Monday,6,2015,2
EPS7SHTNVA,XULMNX8F,01-06-2015,06-06-2015,Standard Class,12X509,Home Office,United States,Lakewood,New Jersey,East,24364b41-6590-4d5a-8947-f0beba4a2d5a,Office Supplies,Art,8,35%,400.33,289.2,-111.13,18,Female,Monday,6,2015,2
3NJNNQSVZ0,KJ19F26H,15-04-2018,17-04-2018,First Class,TASV3D,Consumer,United States,Arlington,Virginia,South,407-2882576-2777135,Office Supplies,Art,14,38%,172.07,4.89,-167.18,57,Male,Sunday,4,2018,1
1TBIU9PKXW,XDWZB0PR,12-09-2017,14-09-2017,Second Class,2AUW49,Corporate,United States,Arvada,Colorado,West,403-2256919-4846738,Furniture,Furnishings,17,39%,401.48,15.136,-386.344,24,Female,Tuesday,9,2017,3
I9F4TEMWNT,TRIXR4IO,12-09-2017,14-09-2017,Second Class,XIGJAT,Corporate,United States,Arvada,Colorado,West,403-2920089-2403567,Furniture,Chairs,2,38%,12.3,466.768,454.468,24,Female,Tuesday,9,2017,3
7IKS910L7S,S1WDINBF,12-09-2017,14-09-2017,Second Class,Y1C7LL,Corporate,United States,Arvada,Colorado,West,406-7792526-4685142,Furniture,Furnishings,17,20%,284.75,15.232,-269.518,57,Male,Tuesday,9,2017,3
QLQDTBRD6Y,4H2M0H29,12-09-2017,14-09-2017,Second Class,K8M97M,Corporate,United States,Arvada,Colorado,West,406-7680255-6117120,Office Supplies,Labels,14,10%,318.43,6.264,-312.166,68,Male,Tuesday,9,2017,3
DAHHH1TWVV,23KCROXI,27-09-2015,03-10-2015,Standard Class,D53K78,Corporate,United States,Hackensack,New Jersey,East,402-4646784-8411501,Furniture,Furnishings,6,49%,263.08,87.54,-175.54,35,Male,Sunday,9,2015,3
8QXML4V9WG,DFN60N8G,09-08-2015,16-08-2015,Standard Class,JC91TR,Corporate,United States,Saint Petersburg,Florida,South,405-2788163-4515521,Technology,Phones,19,13%,412.53,178.384,-234.146,29,Male,Sunday,8,2015,3
ZST3Q73WM8,Q1MGEK1K,09-08-2015,16-08-2015,Standard Class,6A6OAQ,Corporate,United States,Saint Petersburg,Florida,South,405-1757140-2025918,Office Supplies,Paper,17,49%,194.18,15.552,-178.628,35,Male,Sunday,8,2015,3
BFM8XMKHWK,PR5EKGYW,28-12-2015,30-12-2015,First Class,WGU63J,Corporate,United States,Philadelphia,Pennsylvania,East,403-9105351-8453114,Office Supplies,Art,13,5%,307.89,99.136,-208.754,55,Female,Monday,12,2015,4
SOD5N5FQ9Y,S3DDU1HA,04-11-2015,09-11-2015,Standard Class,8SG13E,Home Office,United States,New York City,New York,East,402-0503400-6235514,Furniture,Chairs,5,41%,66.39,135.882,69.492,48,Male,Wednesday,11,2015,4
3CTUO2G4VZ,YLX50N9Z,04-11-2015,09-11-2015,Standard Class,YMVRLM,Home Office,United States,New York City,New York,East,408-3201739-2676310,Technology,Machines,17,11%,385.59,3991.98,3606.39,68,Male,Wednesday,11,2015,4
G5DZ1WVC17,C725QINT,04-11-2015,09-11-2015,Standard Class,2C4EEV,Home Office,United States,New York City,New York,East,171-8027093-8553945,Technology,Phones,15,42%,72.1,275.94,203.84,67,Male,Wednesday,11,2015,4
JEF3C4AK67,DEVX8EKT,04-11-2015,09-11-2015,Standard Class,331QWX,Home Office,United States,New York City,New York,East,403-3331597-7637100,Technology,Accessories,9,3%,380.84,360,-20.84,27,Female,Wednesday,11,2015,4
WPF42228TZ,2OPNUTRI,04-11-2015,09-11-2015,Standard Class,R0MKMG,Home Office,United States,New York City,New York,East,403-4424319-6635501,Office Supplies,Storage,15,43%,165.41,43.57,-121.84,30,Female,Wednesday,11,2015,4
2AV1EBUIGI,JNNQX0B3,19-09-2015,24-09-2015,Standard Class,RYZVP5,Corporate,United States,Long Beach,California,West,403-0906375-2269150,Office Supplies,Fasteners,18,21%,17.18,7.16,-10.02,35,Male,Saturday,9,2015,3
EUYO39YPGO,U0Z0JJ94,23-04-2017,27-04-2017,Standard Class,DR812K,Corporate,United States,Hesperia,California,West,406-7261451-5682727,Office Supplies,Binders,11,46%,230.03,251.52,21.49,54,Female,Sunday,4,2017,1
SCXJ87B9QM,THPFPMN2,23-04-2017,27-04-2017,Standard Class,IARV0N,Corporate,United States,Hesperia,California,West,407-5096970-7475550,Technology,Accessories,15,32%,360.64,99.99,-260.65,50,Male,Sunday,4,2017,1
F56ZQGJSFL,S79J49EV,03-11-2018,05-11-2018,Second Class,O4R3J2,Corporate,United States,Murfreesboro,Tennessee,South,402-6566640-5417947,Furniture,Furnishings,7,26%,451.58,15.992,-435.588,21,Female,Saturday,11,2018,4
E00YDD43I7,PO447LN0,30-08-2017,01-09-2017,First Class,E4DPRX,Consumer,United States,Philadelphia,Pennsylvania,East,402-5302912-6805151,Technology,Phones,14,28%,383.64,290.898,-92.742,30,Female,Wednesday,8,2017,3
2JMPHS9WGK,J3IQ10LT,30-08-2017,01-09-2017,First Class,636PE8,Consumer,United States,Philadelphia,Pennsylvania,East,407-9707366-3029944,Office Supplies,Storage,5,27%,279.17,54.224,-224.946,65,Male,Wednesday,8,2017,3
3X0ME1T1XO,GR5YR3TU,30-08-2017,01-09-2017,First Class,G5R40U,Consumer,United States,Philadelphia,Pennsylvania,East,402-1365379-0131533,Furniture,Chairs,16,7%,184.87,786.744,601.874,55,Female,Wednesday,8,2017,3
XMOU4JPWM9,7M5JFKMS,30-08-2017,01-09-2017,First Class,VQN1UG,Consumer,United States,Philadelphia,Pennsylvania,East,408-5540360-9479519,Office Supplies,Labels,15,34%,283.57,100.24,-183.33,25,Female,Wednesday,8,2017,3
DDWXRUP86H,U1J98LKU,30-08-2017,01-09-2017,First Class,FBTT1H,Consumer,United States,Philadelphia,Pennsylvania,East,403-2079921-1244300,Office Supplies,Binders,11,9%,443.66,37.764,-405.896,64,Female,Wednesday,8,2017,3
D89RU7M7KG,1NVQ5SXT,25-04-2017,29-04-2017,Second Class,YI7MMZ,Consumer,United States,Philadelphia,Pennsylvania,East,402-8019936-6115500,Technology,Phones,12,42%,432.57,82.8,-349.77,23,Male,Tuesday,4,2017,1
4DW1JWPH29,Z9DWJZ77,25-04-2017,29-04-2017,Second Class,Y8RILA,Consumer,United States,Philadelphia,Pennsylvania,East,406-6711228-7576354,Office Supplies,Binders,15,3%,14.75,20.724,5.974,35,Male,Tuesday,4,2017,1
B54I7N15AR,6E8DGL6Q,25-04-2017,29-04-2017,Second Class,C3A0LB,Consumer,United States,Philadelphia,Pennsylvania,East,171-1425554-3718756,Office Supplies,Binders,12,48%,340.03,4.896,-335.134,36,Male,Tuesday,4,2017,1
MBPO2VVF40,8DIV8OAR,01-09-2016,04-09-2016,Second Class,EJJMQ6,Consumer,United States,Los Angeles,California,West,407-9906412-0889129,Office Supplies,Binders,3,7%,85.03,4.752,-80.278,36,Female,Thursday,9,2016,3
0D9O4Y3KIM,ZTI1M3ZX,01-09-2016,04-09-2016,Second Class,ETVMWC,Consumer,United States,Los Angeles,California,West,408-8991303-6559523,Technology,Copiers,1,8%,403.84,959.984,556.144,35,Female,Thursday,9,2016,3
DSV01F5XL7,O7QZZMPR,01-09-2016,04-09-2016,Second Class,YV7TGY,Consumer,United States,Los Angeles,California,West,408-6046797-8945127,Office Supplies,Binders,15,4%,424.06,14.368,-409.692,51,Female,Thursday,9,2016,3
29OY6W4IT1,7OST4E07,12-07-2015,17-07-2015,Standard Class,KFRLE5,Corporate,United States,San Francisco,California,West,171-2134173-5385136,Office Supplies,Binders,7,7%,433.12,7.712,-425.408,28,Female,Sunday,7,2015,2
UIY1NIR7YR,8WUFN9VC,12-07-2015,17-07-2015,Standard Class,IFL3JR,Corporate,United States,San Francisco,California,West,053c13cf-4325-41cd-b489-9a4500b7c188,Furniture,Tables,19,29%,152.39,698.352,545.962,67,Male,Sunday,7,2015,2
ABHLVGTZ0L,12GMTER9,22-06-2016,26-06-2016,Second Class,QI156E,Consumer,United States,Layton,Utah,West,402-2155477-9353103,Office Supplies,Fasteners,15,18%,328.26,4.96,-323.3,27,Male,Wednesday,6,2016,2
DXSO73KCQ8,41GFG1TM,13-04-2015,17-04-2015,Second Class,YSINIF,Corporate,United States,Philadelphia,Pennsylvania,East,407-8580022-5578715,Office Supplies,Art,14,47%,57.28,17.856,-39.424,44,Female,Monday,4,2015,1
OUNCGIJIUV,1S1Y4UKY,13-04-2015,17-04-2015,Second Class,PDCWA1,Corporate,United States,Philadelphia,Pennsylvania,East,402-1572540-8678700,Office Supplies,Binders,13,18%,487.47,509.97,22.5,22,Male,Monday,4,2015,1
06KMHNT8MH,WW8CYRYS,13-04-2015,17-04-2015,Second Class,IXL5AK,Corporate,United States,Philadelphia,Pennsylvania,East,171-1887627-9813158,Office Supplies,Fasteners,6,46%,210.62,30.992,-179.628,58,Female,Monday,4,2015,1
B32BDCGUJQ,XMKEMLIQ,13-04-2015,17-04-2015,Second Class,SLNCSJ,Corporate,United States,Philadelphia,Pennsylvania,East,408-7712483-3825907,Technology,Phones,9,3%,277.06,71.928,-205.132,43,Male,Monday,4,2015,1
W5D9EDDIQW,9H3POF6U,20-12-2016,24-12-2016,Standard Class,Z11ZE5,Consumer,United States,Austin,Texas,Central,402-3621298-2630741,Office Supplies,Storage,9,11%,256.89,88.8,-168.09,68,Male,Tuesday,12,2016,4
MPZCJ7C3C0,AJRB1B5X,15-06-2018,19-06-2018,Standard Class,G116L3,Consumer,United States,San Francisco,California,West,404-8745561-3169903,Technology,Phones,16,42%,321.62,47.976,-273.644,55,Male,Friday,6,2018,2
NQL7FJ84ZL,QQ69YBZO,08-07-2018,12-07-2018,Standard Class,SO7L2U,Consumer,United States,Lowell,Massachusetts,East,404-1508602-9433941,Office Supplies,Art,11,8%,48.3,7.56,-40.74,25,Male,Sunday,7,2018,2
LXB7ZTN16V,18OD7ZPT,08-07-2018,12-07-2018,Standard Class,M4YYND,Consumer,United States,Lowell,Massachusetts,East,171-9371949-6030721,Office Supplies,Paper,11,13%,54.07,24.56,-29.51,51,Female,Sunday,7,2018,2
GPHPF3MCRZ,Q5NNBFXC,08-07-2018,12-07-2018,Standard Class,FMA8ZX,Consumer,United States,Lowell,Massachusetts,East,171-2705563-6985105,Office Supplies,Art,18,19%,48.1,12.96,-35.14,35,Male,Sunday,7,2018,2
YRUIXT1ION,E00MLQJR,01-09-2017,03-09-2017,First Class,GQT337,Home Office,United States,New York City,New York,East,171-3537751-4007556,Technology,Accessories,1,29%,100.19,6.79,-93.4,65,Male,Friday,9,2017,3
HDYA5XOC65,SDQ1YZQ0,01-09-2017,03-09-2017,First Class,0CQ47U,Home Office,United States,New York City,New York,East,408-5990312-3581165,Office Supplies,Paper,8,20%,207.33,24.56,-182.77,57,Female,Friday,9,2017,3
RZBHQR44WP,K261T0YW,01-09-2017,03-09-2017,First Class,IBAV68,Home Office,United States,New York City,New York,East,403-6062596-1220349,Office Supplies,Binders,7,13%,204.42,3.048,-201.372,66,Female,Friday,9,2017,3
KBXH04NOS3,NIAOGOVT,01-09-2017,03-09-2017,First Class,WYMFWP,Home Office,United States,New York City,New York,East,171-8220241-5105927,Office Supplies,Paper,3,24%,162.57,49.12,-113.45,35,Female,Friday,9,2017,3
M710EEINC8,2Z13DZSJ,01-09-2017,03-09-2017,First Class,5F65I0,Home Office,United States,New York City,New York,East,408-9405529-3743511,Office Supplies,Binders,2,27%,386.44,4355.168,3968.728,56,Female,Friday,9,2017,3
F5FJPO2CHL,5RKQCQB4,08-04-2017,13-04-2017,Standard Class,R4IEHQ,Consumer,United States,New York City,New York,East,402-3595365-1666728,Furniture,Bookcases,17,48%,423.8,388.704,-35.096,26,Male,Saturday,4,2017,1
QAAF2JSL0D,477ERGUZ,08-04-2017,13-04-2017,Standard Class,MGD6TY,Consumer,United States,New York City,New York,East,407-3271219-3762757,Office Supplies,Envelopes,14,34%,55.72,8.26,-47.46,56,Male,Saturday,4,2017,1
TVV83AT1A2,7TUPO60J,08-04-2017,13-04-2017,Standard Class,43YWB1,Consumer,United States,New York City,New York,East,402-3660716-8589107,Office Supplies,Art,18,10%,73.08,17.04,-56.04,41,Male,Saturday,4,2017,1
0AA08AP0D0,4DXZDOK4,08-04-2017,13-04-2017,Standard Class,J2WC8Z,Consumer,United States,New York City,New York,East,171-3953233-6135505,Office Supplies,Paper,8,38%,18.96,34.4,15.44,52,Female,Saturday,4,2017,1
RVPN2Q0OQT,QJ9AMPEX,23-04-2017,28-04-2017,Standard Class,NSDPSJ,Corporate,United States,Charlotte,North Carolina,South,402-5525660-2118707,Office Supplies,Paper,2,49%,76.66,36.24,-40.42,55,Male,Sunday,4,2017,1
F9LG6MECEH,8QUPKEIE,08-03-2018,11-03-2018,First Class,KL8FJW,Corporate,United States,Columbus,Georgia,South,406-9941718-1734719,Office Supplies,Appliances,3,8%,188.21,647.84,459.63,45,Male,Thursday,3,2018,1
U8FI6ATISN,WPXWOYJG,08-03-2018,11-03-2018,First Class,SX5DM0,Corporate,United States,Columbus,Georgia,South,171-1297873-2176339,Office Supplies,Labels,1,8%,308.9,20.7,-288.2,22,Male,Thursday,3,2018,1
SG25QEYD4P,K9C83WOO,25-09-2018,01-10-2018,Standard Class,4GZA1C,Consumer,United States,New York City,New York,East,407-6401192-4057954,Office Supplies,Labels,19,6%,245,20.7,-224.3,20,Female,Tuesday,9,2018,3
G7YJA54Z5A,CE7PGRDN,25-09-2018,01-10-2018,Standard Class,BYLJSO,Consumer,United States,New York City,New York,East,406-3397500-8084361,Furniture,Chairs,7,15%,486.47,488.646,2.176,63,Female,Tuesday,9,2018,3
